ID,Office_PIN,Applicant_Gender,Applicant_Marital_Status,Applicant_Occupation,Applicant_Qualification,Manager_Joining_Designation,Manager_Current_Designation,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Business_Sourced,Applicant_Age,Manager_Age,Manager_Tenure,Application_Receipt_Month,Application_Receipt_Year,City_Name,Country_Name
FIN1009023,277001,M,M,Unknown,Class XII,1.0,1.0,Confirmation,M,4.0,1.0,418893.0,19.0,0,37.0,30.0,24.0,6,2008,Uttar Pradesh,India
FIN1009024,277001,M,M,Unknown,Graduate,1.0,1.0,Confirmation,M,4.0,1.0,418893.0,19.0,0,47.0,30.0,24.0,6,2008,Uttar Pradesh,India
FIN1009025,400601,M,M,Unknown,Graduate,3.0,3.0,Probation,M,2.0,0.0,0.0,0.0,0,35.0,35.0,1.0,6,2008,Cluj,România
FIN1009026,305001,F,M,Unknown,Graduate,1.0,1.0,Probation,F,2.0,0.0,15289.0,1.0,0,44.0,26.0,4.0,6,2008,Rajasthan,India
FIN1009027,284001,M,M,Unknown,Class XII,1.0,1.0,Probation,M,3.0,0.0,0.0,0.0,0,22.0,24.0,1.0,6,2008,Uttar Pradesh,India
FIN1009028,230001,M,M,Unknown,Graduate,,,,,,,,,0,30.0,,,6,2008,Гродненская область,Беларусь
FIN1009029,400075,M,S,Business,Graduate,2.0,5.0,Confirmation,M,2.0,0.0,573612.0,7.0,0,26.0,30.0,58.0,6,2008,Maharashtra,India
FIN1009030,110005,M,M,Unknown,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,0,34.0,36.0,1.0,6,2008,Delhi,India
FIN1009031,110005,F,M,Unknown,Class XII,2.0,2.0,Probation,F,0.0,0.0,0.0,0.0,0,41.0,30.0,1.0,6,2008,Delhi,India
FIN1009032,841428,M,S,Unknown,Class XII,1.0,1.0,Confirmation,M,3.0,2.0,110113.0,7.0,0,25.0,29.0,12.0,6,2008,Bihar,India
FIN1009033,302001,M,M,Unknown,Graduate,3.0,3.0,Confirmation,M,1.0,2.0,235000.0,8.0,0,35.0,34.0,7.0,6,2008,Rajasthan,India
FIN1009034,273001,F,M,Unknown,Graduate,2.0,2.0,Probation,M,2.0,0.0,0.0,0.0,0,23.0,35.0,1.0,6,2008,Uttar Pradesh,India
FIN1009035,802301,M,M,Unknown,Graduate,1.0,2.0,Confirmation,M,3.0,0.0,279726.0,16.0,0,46.0,46.0,59.0,6,2008,高雄市,臺灣
FIN1009036,800001,M,M,Unknown,Graduate,1.0,1.0,Confirmation,M,3.0,0.0,105971.0,6.0,0,34.0,27.0,7.0,6,2008,Galați,România
FIN1009037,121002,M,M,Unknown,Graduate,2.0,2.0,Probation,M,6.0,2.0,117158.0,8.0,0,26.0,30.0,6.0,6,2008,Haryana,India
FIN1009038,141001,M,S,Salaried,Graduate,1.0,1.0,Probation,F,0.0,0.0,0.0,0.0,0,26.0,26.0,1.0,6,2008,Центральный федеральный округ,Россия
FIN1009039,224122,M,M,Others,Graduate,1.0,1.0,Confirmation,M,2.0,0.0,86028.0,6.0,0,31.0,31.0,6.0,6,2008,Uttar Pradesh,India
FIN1009040,800001,M,S,Business,Graduate,1.0,1.0,Confirmation,M,1.0,0.0,393178.0,16.0,0,29.0,36.0,25.0,6,2008,Galați,România
FIN1009041,400092,M,S,Others,Graduate,2.0,2.0,Probation,F,3.0,0.0,0.0,0.0,0,26.0,27.0,1.0,6,2008,Maharashtra,India
FIN1009042,360001,F,S,Others,Class XII,3.0,3.0,Confirmation,M,2.0,6.0,290588.0,7.0,0,35.0,32.0,6.0,6,2008,Gujarat,India
FIN1009043,444601,F,S,Others,Graduate,,,,,,,,,0,24.0,,,6,2008,Maharashtra,India
FIN1009044,110005,M,M,Unknown,Others,2.0,2.0,Probation,M,6.0,4.0,54973.0,3.0,0,34.0,30.0,5.0,6,2008,Delhi,India
FIN1009045,751009,F,M,Unknown,Graduate,4.0,4.0,Confirmation,M,1.0,0.0,436457.0,8.0,0,38.0,36.0,11.0,6,2008,Odisha,India
FIN1009046,700016,M,S,Unknown,Class XII,3.0,3.0,Probation,M,3.0,1.0,196716.0,7.0,0,23.0,38.0,3.0,6,2008,West Bengal,India
FIN1009047,700016,F,S,Unknown,Class XII,3.0,3.0,Confirmation,F,1.0,0.0,1710884.0,19.0,0,21.0,36.0,7.0,6,2008,West Bengal,India
FIN1009048,700016,M,S,Unknown,Graduate,4.0,4.0,Confirmation,M,3.0,3.0,469597.0,13.0,0,21.0,34.0,8.0,6,2008,West Bengal,India
FIN1009049,695014,F,M,Unknown,Graduate,1.0,1.0,Probation,M,1.0,0.0,0.0,0.0,1,28.0,28.0,1.0,6,2008,Kerala,India
FIN1009050,201301,M,M,Unknown,Graduate,3.0,3.0,Probation,M,4.0,0.0,0.0,0.0,1,25.0,31.0,2.0,6,2008,Uttar Pradesh,India
FIN1009051,277001,M,M,Business,Graduate,1.0,1.0,Confirmation,M,4.0,1.0,418893.0,19.0,1,31.0,30.0,24.0,6,2008,Uttar Pradesh,India
FIN1009052,842001,M,M,Business,Graduate,,,,,,,,,1,40.0,,,6,2008,Bihar,India
FIN1009053,560001,F,M,Business,Graduate,2.0,2.0,Probation,F,3.0,0.0,0.0,0.0,1,52.0,34.0,2.0,6,2008,Karnataka,India
FIN1009054,802301,M,M,Unknown,Class XII,1.0,3.0,Confirmation,M,2.0,3.0,261863.0,12.0,0,39.0,46.0,59.0,6,2008,高雄市,臺灣
FIN1009055,800001,F,O,Others,Graduate,1.0,1.0,Probation,M,4.0,0.0,0.0,0.0,1,29.0,28.0,1.0,6,2008,Galați,România
FIN1009056,121002,F,M,Unknown,Graduate,,,,,,,,,1,36.0,,,6,2008,Haryana,India
FIN1009057,201301,F,M,Salaried,Graduate,2.0,2.0,Confirmation,F,3.0,1.0,326952.0,11.0,1,28.0,37.0,12.0,6,2008,Uttar Pradesh,India
FIN1009058,851101,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,1.0,0.0,225044.0,10.0,1,30.0,37.0,49.0,6,2008,Bihar,India
FIN1009059,110005,F,S,Salaried,Graduate,3.0,3.0,Probation,F,0.0,0.0,0.0,0.0,0,25.0,33.0,1.0,6,2008,Delhi,India
FIN1009060,305001,M,S,Others,Class XII,2.0,2.0,Probation,M,1.0,3.0,15001.0,1.0,0,26.0,34.0,4.0,6,2008,Rajasthan,India
FIN1009061,842001,M,M,Business,Class XII,1.0,1.0,Confirmation,M,2.0,0.0,163672.0,7.0,0,49.0,35.0,23.0,6,2008,Bihar,India
FIN1009062,842001,M,M,Others,Graduate,1.0,2.0,Confirmation,M,0.0,0.0,167838.0,9.0,0,24.0,35.0,23.0,6,2008,Bihar,India
FIN1009063,160017,M,M,Self Employed,Others,2.0,2.0,Probation,M,3.0,0.0,189687.0,4.0,0,33.0,37.0,5.0,6,2008,Северо-Западный федеральный округ,Россия
FIN1009064,695014,M,M,Salaried,Graduate,1.0,1.0,Probation,M,1.0,0.0,0.0,0.0,0,26.0,28.0,1.0,6,2008,Kerala,India
FIN1009065,695014,F,S,Self Employed,Others,1.0,1.0,Confirmation,M,3.0,3.0,1342317.0,17.0,0,25.0,39.0,12.0,6,2008,Kerala,India
FIN1009066,202001,M,M,Self Employed,Graduate,2.0,4.0,Confirmation,M,1.0,0.0,396349.0,13.0,0,48.0,43.0,80.0,6,2008,基隆市,臺灣
FIN1009067,800001,M,M,Unknown,Graduate,1.0,1.0,Confirmation,M,1.0,1.0,125178.0,9.0,0,36.0,39.0,12.0,6,2008,Galați,România
FIN1009068,180012,F,M,Self Employed,Graduate,3.0,3.0,Probation,M,2.0,0.0,0.0,0.0,0,38.0,41.0,1.0,6,2008,Jammu and Kashmir,India
FIN1009069,492001,M,M,Self Employed,Class XII,3.0,3.0,Probation,M,1.0,0.0,0.0,0.0,0,40.0,38.0,2.0,6,2008,Chhattisgarh,India
FIN1009070,751009,M,S,Unknown,Graduate,1.0,1.0,Confirmation,M,0.0,0.0,84393.0,4.0,0,28.0,32.0,12.0,6,2008,Odisha,India
FIN1009071,492001,M,M,Unknown,Class XII,3.0,3.0,Probation,M,1.0,0.0,0.0,0.0,0,41.0,38.0,2.0,6,2008,Chhattisgarh,India
FIN1009072,824101,M,M,Unknown,Graduate,1.0,1.0,Confirmation,M,3.0,1.0,243750.0,11.0,0,29.0,31.0,8.0,6,2008,Bihar,India
FIN1009073,492001,M,M,Unknown,Class XII,3.0,3.0,Probation,M,1.0,0.0,0.0,0.0,0,29.0,38.0,2.0,6,2008,Chhattisgarh,India
FIN1009074,110005,M,S,Unknown,Graduate,3.0,3.0,Probation,M,1.0,0.0,0.0,0.0,0,25.0,38.0,1.0,6,2008,Delhi,India
FIN1009075,400092,M,M,Unknown,Graduate,,,,,,,,,0,30.0,,,6,2008,Maharashtra,India
FIN1009076,141001,M,M,Unknown,Graduate,2.0,2.0,Probation,M,1.0,0.0,0.0,0.0,0,30.0,32.0,1.0,6,2008,Центральный федеральный округ,Россия
FIN1009077,201301,M,M,Unknown,Graduate,3.0,3.0,Confirmation,M,1.0,0.0,75141.0,3.0,0,33.0,32.0,11.0,6,2008,Uttar Pradesh,India
FIN1009078,695014,M,M,Unknown,Graduate,1.0,1.0,Confirmation,M,3.0,3.0,1342317.0,17.0,0,60.0,39.0,12.0,6,2008,Kerala,India
FIN1009079,695014,F,M,Unknown,Graduate,1.0,1.0,Confirmation,F,1.0,2.0,322270.0,10.0,0,29.0,25.0,11.0,6,2008,Kerala,India
FIN1009080,530003,M,M,Others,Graduate,1.0,1.0,Probation,M,4.0,2.0,192473.0,9.0,1,42.0,26.0,3.0,6,2008,Harghita,România
FIN1009081,800001,M,M,Unknown,Class XII,1.0,1.0,Confirmation,F,3.0,0.0,108775.0,6.0,1,37.0,45.0,11.0,6,2008,Galați,România
FIN1009082,695014,F,M,Unknown,Graduate,1.0,1.0,Confirmation,F,1.0,0.0,40229.0,2.0,0,40.0,42.0,11.0,6,2008,Kerala,India
FIN1009083,141001,M,M,Unknown,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,45.0,43.0,0.0,6,2008,Центральный федеральный округ,Россия
FIN1009084,713216,F,M,Unknown,Class XII,1.0,2.0,Confirmation,F,1.0,1.0,209293.0,8.0,1,44.0,46.0,49.0,6,2008,West Bengal,India
FIN1009085,250001,M,M,Unknown,Graduate,6.0,5.0,Confirmation,M,2.0,0.0,1082724.0,31.0,1,28.0,37.0,53.0,6,2008,山东省,中国
FIN1009086,250001,M,M,Unknown,Graduate,2.0,2.0,Confirmation,M,2.0,3.0,445166.0,13.0,1,33.0,35.0,22.0,6,2008,山东省,中国
FIN1009087,400705,F,M,Unknown,Others,1.0,1.0,Confirmation,M,5.0,1.0,497857.0,7.0,0,45.0,36.0,20.0,6,2008,Maharashtra,India
FIN1009088,422005,M,S,Salaried,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,25.0,29.0,0.0,6,2008,Maharashtra,India
FIN1009089,834001,M,M,Unknown,Graduate,3.0,3.0,Probation,M,4.0,1.0,0.0,0.0,1,40.0,44.0,1.0,6,2008,Jharkhand,India
FIN1009090,530003,M,S,Business,Class XII,2.0,4.0,Confirmation,F,6.0,0.0,701749.0,22.0,1,24.0,32.0,85.0,6,2008,Harghita,România
FIN1009091,224122,M,M,Unknown,Graduate,1.0,3.0,Confirmation,M,2.0,0.0,519456.0,23.0,1,27.0,36.0,56.0,6,2008,Uttar Pradesh,India
FIN1009092,400075,F,M,Unknown,Graduate,1.0,1.0,Probation,F,0.0,0.0,0.0,0.0,1,30.0,40.0,1.0,6,2008,Maharashtra,India
FIN1009093,121002,M,M,Salaried,PostGrad,1.0,2.0,Confirmation,M,1.0,1.0,401677.0,15.0,0,29.0,33.0,24.0,6,2008,Haryana,India
FIN1009094,462003,M,M,Unknown,Graduate,1.0,1.0,Probation,M,0.0,0.0,0.0,0.0,1,33.0,29.0,0.0,6,2008,Madhya Pradesh,India
FIN1009095,462003,M,M,Business,Graduate,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,27.0,23.0,0.0,6,2008,Madhya Pradesh,India
FIN1009096,277001,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,2.0,0.0,96438.0,6.0,1,27.0,37.0,57.0,6,2008,Uttar Pradesh,India
FIN1009097,141001,M,M,Others,Graduate,2.0,2.0,Probation,M,1.0,1.0,0.0,0.0,0,32.0,29.0,3.0,6,2008,Центральный федеральный округ,Россия
FIN1009098,530003,M,S,Unknown,Graduate,2.0,4.0,Confirmation,M,0.0,0.0,1318846.0,23.0,1,22.0,38.0,65.0,6,2008,Harghita,România
FIN1009099,800001,M,M,Unknown,Class XII,,,,,,,,,0,31.0,,,6,2008,Galați,România
FIN1009100,462003,M,S,Salaried,Graduate,1.0,1.0,Probation,F,0.0,0.0,0.0,0.0,0,31.0,33.0,0.0,6,2008,Madhya Pradesh,India
FIN1009101,462003,M,S,Salaried,Graduate,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,27.0,46.0,0.0,6,2008,Madhya Pradesh,India
FIN1009102,281001,M,S,Unknown,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,0,28.0,28.0,0.0,6,2008,Uttar Pradesh,India
FIN1009103,277001,M,M,Salaried,Graduate,,,,,,,,,0,22.0,,,6,2008,Uttar Pradesh,India
FIN1009104,520010,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,5.0,2.0,468935.0,14.0,1,34.0,30.0,5.0,6,2008,Andhra Pradesh,India
FIN1009105,122002,F,S,Salaried,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,0,21.0,29.0,0.0,6,2008,Haryana,India
FIN1009106,695014,F,M,Salaried,Graduate,1.0,3.0,Confirmation,F,3.0,1.0,1490783.0,25.0,0,29.0,53.0,24.0,6,2008,Kerala,India
FIN1009107,686004,M,M,Unknown,Graduate,1.0,1.0,Confirmation,F,2.0,1.0,125003.0,4.0,0,42.0,25.0,7.0,6,2008,Kerala,India
FIN1009108,141001,F,O,Unknown,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,0,47.0,39.0,0.0,6,2008,Центральный федеральный округ,Россия
FIN1009109,160017,M,S,Unknown,Graduate,1.0,2.0,Confirmation,F,0.0,0.0,248460.0,6.0,0,29.0,37.0,35.0,6,2008,Северо-Западный федеральный округ,Россия
FIN1009110,530003,M,M,Unknown,Graduate,2.0,4.0,Confirmation,F,6.0,0.0,701749.0,22.0,0,31.0,32.0,85.0,6,2008,Harghita,România
FIN1009111,800001,F,M,Unknown,Graduate,1.0,1.0,Probation,M,4.0,0.0,0.0,0.0,0,28.0,28.0,1.0,6,2008,Galați,România
FIN1009112,201001,M,S,Business,Graduate,1.0,3.0,Confirmation,M,1.0,0.0,296791.0,15.0,0,30.0,39.0,55.0,6,2008,Uttar Pradesh,India
FIN1009113,277001,M,M,Others,Class XII,,,,,,,,,0,24.0,,,6,2008,Uttar Pradesh,India
FIN1009114,834001,M,S,Salaried,Graduate,3.0,3.0,Probation,F,1.0,0.0,0.0,0.0,0,25.0,31.0,1.0,6,2008,Jharkhand,India
FIN1009115,160017,F,O,Salaried,PostGrad,1.0,2.0,Confirmation,F,0.0,0.0,248460.0,6.0,0,29.0,37.0,35.0,6,2008,Северо-Западный федеральный округ,Россия
FIN1009116,530003,F,M,Unknown,Class XII,2.0,4.0,Confirmation,F,6.0,0.0,701749.0,22.0,0,22.0,32.0,85.0,6,2008,Harghita,România
FIN1009117,444601,M,S,Unknown,Graduate,1.0,1.0,Probation,F,1.0,3.0,50109.0,2.0,0,31.0,30.0,4.0,6,2008,Maharashtra,India
FIN1009118,121002,F,S,Salaried,Graduate,,,,,,,,,0,27.0,,,6,2008,Haryana,India
FIN1009119,848101,M,M,Business,Class XII,1.0,4.0,Confirmation,M,3.0,0.0,607343.0,34.0,0,41.0,36.0,36.0,6,2008,Bihar,India
FIN1009120,121002,M,M,Salaried,Graduate,,,,,,,,,0,45.0,,,6,2008,Haryana,India
FIN1009121,400705,F,S,Others,Graduate,2.0,2.0,Confirmation,M,4.0,0.0,128262.0,5.0,0,21.0,33.0,9.0,6,2008,Maharashtra,India
FIN1009122,416001,M,M,Salaried,Class XII,2.0,2.0,Probation,M,4.0,1.0,0.0,0.0,0,27.0,33.0,2.0,6,2008,Maharashtra,India
FIN1009123,781005,M,M,Self Employed,Class XII,3.0,3.0,Confirmation,M,3.0,0.0,841340.0,12.0,0,44.0,36.0,9.0,6,2008,Assam,India
FIN1009124,422005,M,S,Unknown,Graduate,4.0,4.0,Confirmation,M,2.0,1.0,574520.0,12.0,0,27.0,39.0,11.0,6,2008,Maharashtra,India
FIN1009125,841428,M,S,Unknown,Class XII,1.0,4.0,Confirmation,M,0.0,0.0,478786.0,25.0,0,27.0,39.0,57.0,6,2008,Bihar,India
FIN1009126,700016,M,S,Unknown,Graduate,,,,,,,,,0,27.0,,,6,2008,West Bengal,India
FIN1009127,250001,M,M,Unknown,Graduate,6.0,5.0,Confirmation,M,2.0,0.0,1082724.0,31.0,0,35.0,37.0,53.0,6,2008,山东省,中国
FIN1009128,700016,F,S,Unknown,Graduate,4.0,4.0,Confirmation,M,0.0,2.0,336387.0,9.0,0,22.0,40.0,7.0,6,2008,West Bengal,India
FIN1009129,530003,M,M,Unknown,Graduate,2.0,4.0,Confirmation,F,6.0,0.0,701749.0,22.0,0,29.0,32.0,85.0,6,2008,Harghita,România
FIN1009130,800001,M,M,Unknown,Class XII,1.0,1.0,Confirmation,M,1.0,0.0,211327.0,15.0,0,38.0,25.0,25.0,6,2008,Galați,România
FIN1009131,250001,M,M,Salaried,Graduate,2.0,2.0,Confirmation,M,2.0,3.0,445166.0,13.0,0,30.0,35.0,22.0,6,2008,山东省,中国
FIN1009132,400705,M,S,Salaried,Graduate,2.0,2.0,Confirmation,M,4.0,0.0,128262.0,5.0,0,21.0,33.0,9.0,6,2008,Maharashtra,India
FIN1009133,122002,M,M,Unknown,Graduate,3.0,3.0,Confirmation,F,4.0,1.0,298484.0,6.0,0,35.0,36.0,8.0,6,2008,Haryana,India
FIN1009134,250001,M,M,Salaried,Class XII,,,,,,,,,0,38.0,,,6,2008,山东省,中国
FIN1009135,400705,M,S,Unknown,Graduate,3.0,3.0,Confirmation,M,1.0,0.0,190807.0,4.0,0,23.0,34.0,8.0,6,2008,Maharashtra,India
FIN1009136,226001,M,S,Salaried,Graduate,2.0,2.0,Probation,M,4.0,2.0,35363.0,2.0,1,24.0,27.0,3.0,6,2008,Uttar Pradesh,India
FIN1009137,781005,M,S,Unknown,Graduate,2.0,4.0,Confirmation,F,2.0,0.0,854221.0,18.0,0,29.0,45.0,69.0,6,2008,Assam,India
FIN1009138,500016,M,S,Unknown,Graduate,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,28.0,26.0,1.0,6,2008,Telangana,India
FIN1009139,560001,M,S,Unknown,Graduate,3.0,3.0,Confirmation,M,0.0,3.0,1880827.0,19.0,1,26.0,32.0,14.0,6,2008,Karnataka,India
FIN1009140,560001,F,M,Unknown,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,0,34.0,32.0,1.0,6,2008,Karnataka,India
FIN1009141,226001,M,M,Business,Class XII,1.0,1.0,Confirmation,M,1.0,0.0,86114.0,3.0,1,22.0,22.0,9.0,6,2008,Uttar Pradesh,India
FIN1009142,226001,M,S,Unknown,Class XII,,,,,,,,,1,18.0,,,6,2008,Uttar Pradesh,India
FIN1009143,452003,M,M,Unknown,Graduate,2.0,2.0,Probation,M,2.0,3.0,38841.0,2.0,1,34.0,26.0,5.0,6,2008,Madhya Pradesh,India
FIN1009144,160017,M,S,Business,Class XII,3.0,3.0,Probation,M,2.0,0.0,0.0,0.0,1,21.0,37.0,1.0,6,2008,Северо-Западный федеральный округ,Россия
FIN1009145,834001,M,M,Unknown,Graduate,1.0,2.0,Confirmation,M,3.0,3.0,155332.0,5.0,0,36.0,41.0,57.0,6,2008,Jharkhand,India
FIN1009146,843302,M,S,Business,Graduate,,,,,,,,,1,50.0,,,6,2008,Bihar,India
FIN1009147,843302,M,M,Unknown,Graduate,,,,,,,,,0,32.0,,,6,2008,Bihar,India
FIN1009148,843302,M,M,Unknown,Class XII,,,,,,,,,1,38.0,,,6,2008,Bihar,India
FIN1009149,753012,F,M,Unknown,Graduate,2.0,2.0,Confirmation,M,5.0,1.0,457385.0,16.0,1,21.0,40.0,18.0,6,2008,Odisha,India
FIN1009150,500016,M,S,Salaried,Graduate,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,24.0,34.0,1.0,6,2008,Telangana,India
FIN1009151,492001,F,M,Others,Graduate,1.0,1.0,Confirmation,M,2.0,2.0,307189.0,7.0,1,37.0,41.0,22.0,6,2008,Chhattisgarh,India
FIN1009152,110005,F,M,Business,Graduate,2.0,2.0,Confirmation,F,3.0,3.0,60487.0,4.0,0,45.0,25.0,8.0,6,2008,Delhi,India
FIN1009153,400075,M,S,Salaried,Class XII,2.0,2.0,Confirmation,M,4.0,1.0,288943.0,8.0,1,29.0,49.0,21.0,6,2008,Maharashtra,India
FIN1009154,848101,M,M,Salaried,Graduate,1.0,3.0,Confirmation,M,0.0,0.0,490044.0,23.0,0,30.0,35.0,57.0,6,2008,Bihar,India
FIN1009155,122002,F,S,Others,Graduate,3.0,3.0,Probation,M,2.0,0.0,0.0,0.0,0,29.0,31.0,2.0,6,2008,Haryana,India
FIN1009156,843302,M,M,Unknown,Class XII,1.0,2.0,Confirmation,M,1.0,0.0,393012.0,26.0,0,29.0,36.0,52.0,6,2008,Bihar,India
FIN1009157,226001,F,M,Unknown,Class XII,,,,,,,,,0,33.0,,,6,2008,Uttar Pradesh,India
FIN1009158,208001,M,S,Unknown,Class XII,,,,,,,,,0,25.0,,,6,2008,Uttar Pradesh,India
FIN1009159,400601,F,S,Unknown,Graduate,1.0,4.0,Confirmation,F,0.0,0.0,1524765.0,13.0,1,21.0,38.0,14.0,6,2008,Cluj,România
FIN1009160,500016,M,S,Unknown,Graduate,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,24.0,34.0,0.0,6,2008,Telangana,India
FIN1009161,500016,M,M,Unknown,Graduate,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,30.0,41.0,0.0,6,2008,Telangana,India
FIN1009162,500016,M,M,Unknown,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,0,32.0,34.0,1.0,6,2008,Telangana,India
FIN1009163,180012,F,M,Unknown,Graduate,2.0,2.0,Confirmation,F,4.0,3.0,606437.0,17.0,1,52.0,35.0,6.0,6,2008,Jammu and Kashmir,India
FIN1009164,180012,M,M,Others,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,0,61.0,36.0,0.0,6,2008,Jammu and Kashmir,India
FIN1009165,233001,M,M,Salaried,Class XII,2.0,3.0,Confirmation,M,2.0,0.0,285536.0,13.0,1,62.0,41.0,31.0,6,2008,Uttar Pradesh,India
FIN1009166,141001,M,M,Unknown,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,50.0,39.0,0.0,6,2008,Центральный федеральный округ,Россия
FIN1009167,560001,F,M,Others,PostGrad,1.0,4.0,Confirmation,M,4.0,1.0,248000.0,5.0,1,32.0,36.0,12.0,6,2008,Karnataka,India
FIN1009168,141001,M,M,Unknown,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,57.0,39.0,0.0,6,2008,Центральный федеральный округ,Россия
FIN1009169,600017,M,S,Unknown,Class XII,1.0,2.0,Confirmation,M,2.0,0.0,308938.0,11.0,1,31.0,39.0,43.0,6,2008,Tamil Nadu,India
FIN1009170,201001,M,S,Salaried,Class XII,1.0,4.0,Confirmation,M,2.0,2.0,231520.0,12.0,1,20.0,41.0,55.0,6,2008,Uttar Pradesh,India
FIN1009171,695014,M,M,Unknown,Graduate,1.0,5.0,Confirmation,F,5.0,0.0,669330.0,10.0,0,75.0,39.0,83.0,6,2008,Kerala,India
FIN1009172,400705,M,S,Student,Graduate,,,,,,,,,1,24.0,,,6,2008,Maharashtra,India
FIN1009173,110005,M,M,Unknown,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,0,42.0,35.0,1.0,6,2008,Delhi,India
FIN1009174,110005,M,M,Salaried,Class XII,3.0,3.0,Probation,M,1.0,0.0,0.0,0.0,0,51.0,35.0,3.0,6,2008,Delhi,India
FIN1009175,533101,M,S,Unknown,Graduate,1.0,2.0,Confirmation,M,2.0,2.0,410531.0,15.0,1,33.0,34.0,25.0,6,2008,Andhra Pradesh,India
FIN1009176,600017,M,M,Salaried,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,31.0,33.0,1.0,6,2008,Tamil Nadu,India
FIN1009177,842001,M,M,Others,Graduate,,,,,,,,,1,30.0,,,6,2008,Bihar,India
FIN1009178,444601,M,S,Business,Graduate,1.0,1.0,Confirmation,M,1.0,0.0,328312.0,15.0,0,25.0,30.0,23.0,6,2008,Maharashtra,India
FIN1009179,422005,M,M,Salaried,Graduate,3.0,3.0,Probation,M,3.0,1.0,0.0,0.0,0,42.0,37.0,1.0,6,2008,Maharashtra,India
FIN1009180,277001,M,M,Others,Class XII,,,,,,,,,0,40.0,,,6,2008,Uttar Pradesh,India
FIN1009181,843302,M,M,Unknown,Class XII,1.0,1.0,Confirmation,M,1.0,2.0,221756.0,15.0,0,26.0,25.0,7.0,6,2008,Bihar,India
FIN1009182,360001,M,M,Unknown,Class XII,3.0,3.0,Confirmation,M,3.0,0.0,242600.0,9.0,0,24.0,39.0,7.0,6,2008,Gujarat,India
FIN1009183,281001,M,M,Unknown,Graduate,3.0,3.0,Probation,M,5.0,1.0,34423.0,2.0,0,45.0,42.0,4.0,6,2008,Uttar Pradesh,India
FIN1009184,781005,F,S,Unknown,Graduate,2.0,2.0,Confirmation,F,5.0,4.0,434758.0,11.0,0,27.0,37.0,6.0,6,2008,Assam,India
FIN1009185,180012,M,M,Salaried,Graduate,3.0,3.0,Probation,M,2.0,0.0,0.0,0.0,0,40.0,41.0,1.0,6,2008,Jammu and Kashmir,India
FIN1009186,713303,M,S,Business,Class XII,2.0,4.0,Confirmation,M,1.0,0.0,788562.0,26.0,0,25.0,38.0,71.0,6,2008,Unknown,Unknown
FIN1009187,533101,M,S,Salaried,Graduate,2.0,2.0,Confirmation,M,2.0,2.0,236493.0,10.0,0,27.0,30.0,8.0,6,2008,Andhra Pradesh,India
FIN1009188,400601,M,M,Others,Class XII,4.0,4.0,Confirmation,M,2.0,1.0,574520.0,12.0,0,30.0,39.0,11.0,6,2008,Cluj,România
FIN1009189,201001,M,S,Unknown,Graduate,1.0,4.0,Confirmation,M,2.0,2.0,231520.0,12.0,0,20.0,41.0,55.0,6,2008,Uttar Pradesh,India
FIN1009190,400705,M,M,Unknown,Graduate,1.0,2.0,Confirmation,F,1.0,1.0,132005.0,4.0,0,34.0,26.0,24.0,6,2008,Maharashtra,India
FIN1009191,250001,M,M,Unknown,Graduate,3.0,3.0,Confirmation,M,2.0,0.0,130092.0,4.0,0,25.0,30.0,7.0,6,2008,山东省,中国
FIN1009192,400075,M,S,Unknown,Graduate,2.0,5.0,Confirmation,M,3.0,1.0,278150.0,7.0,0,32.0,35.0,86.0,6,2008,Maharashtra,India
FIN1009193,400075,F,M,Salaried,Others,,,,,,,,,0,42.0,,,6,2008,Maharashtra,India
FIN1009194,400075,M,S,Unknown,Others,3.0,4.0,Confirmation,M,1.0,1.0,533523.0,7.0,0,30.0,28.0,58.0,6,2008,Maharashtra,India
